No;COUNTRY;Province;Date;Confirmed;Recovered;Deaths
646;INDONESIA;SULAWESI TENGGARA;10/04/2020;15;1;0
647;INDONESIA;SULAWESI SELATAN;10/04/2020;167;24;11
648;INDONESIA;SULAWESI TENGAH;10/04/2020;14;0;2
649;INDONESIA;LAMPUNG;10/04/2020;20;1;1
650;INDONESIA;RIAU;10/04/2020;13;1;0
651;INDONESIA;MALUKU UTARA;10/04/2020;2;1;0
652;INDONESIA;MALUKU ;10/04/2020;3;1;0
653;INDONESIA;PAPUA BARAT;10/04/2020;2;0;1
654;INDONESIA;PAPUA;10/04/2020;38;3;2
655;INDONESIA;SULAWESI BARAT;10/04/2020;3;0;0
656;INDONESIA;NUSA TENGGARA TIMUR;10/04/2020;1;0;0
657;INDONESIA;GORONTALO;10/04/2020;1;0;0
